Country Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Nicaragua,,,,,,,,,,,0.1961927146,3.6318077126,-7.8541734806,7.5418669522,-2.1597600705,12.3075356969,4.7917516296,-10.6484794358,-25.4692232947,-7.2553305076,-1.993732958,-4.5574145104,9.2617760504,-2.4430291491,-0.2431994951,-1.1391661011,7.0827412958,-43.2764540844,-15.7749459298,19.8202618288,-24.3233865319,-11.7281786742,7.7902563028,49.7150991153,8.3715108927,5.5569124431,3.0526552125,6.899872479,3.0488542292,2.195348255,0.0830654273,0.0963152344,0.1287607852,3.1579842309,3.9540220907,-1.268291454,5.2605545341,3.5720914176,-0.8912773587,-1.3633324839
Netherlands,,,,,,,,,,,2.3397903428,3.9861559681,6.3286262836,-3.5395326419,-0.1613025145,4.3922403065,1.42367273,0.9183401517,-0.5382424819,-1.3615066716,-1.4183584447,-1.1978901568,1.5207112575,4.2968787991,-0.3616751855,3.221136108,1.2313729698,2.3107867202,4.0883128674,1.6166185259,2.0104558044,-0.0493669866,1.1063017714,3.8530885036,4.0736011107,2.758706969,4.2863392923,3.1070816785,6.0835219172,3.0677932553,-0.8606413749,-0.1710141029,0.6879765657,1.7317825937,0.1947286869,6.2864631613,3.1816789284,-3.6040810239,-2.001602412,1.3109623074
Norway,,,,,,,,,,,5.2665118753,3.9138954512,4.6183337184,0.6814386701,0.573259701,1.0413339856,1.1694302757,2.7228931079,1.6144064379,6.3557983151,3.7678746449,-0.7366927264,2.3891741764,6.1720393318,5.6796450729,-1.2023481735,-0.9829095066,-3.1321523786,-2.5490974242,-0.1001668255,1.6656690493,1.5856237308,2.0137256626,3.8085915161,5.0082961671,2.4853376307,6.2571731699,2.8151112911,3.4827080618,4.2305203875,5.4148419417,-0.3205761669,0.7425076213,5.1130718995,6.0075195446,6.6476299165,2.247623094,-0.6322587267,-3.3486945053,2.5229206356
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6515541964,0.4781284395,4.6746510812,3.167307335,0.0266707117,0.6133822311,6.3720859834,4.6537892112,4.954850895
New Zealand,,,,,,,,,,,,,,,,,,2.3068103223,2.1133990951,0.712374491,3.756529462,-1.4707253234,2.4885701238,0.4608320784,-0.229193432,7.4535446501,2.6753736165,2.4961483392,-0.9333587625,-2.9170393099,-9.8158224504,-0.0654013369,5.7188936343,5.1316516458,3.7513884919,0.2736476383,2.2318632314,0.4715769237,3.3423168504,1.3938561962,5.1394530228,3.6044497457,5.150828384,2.1978151463,0.5549091464,-0.3473750882,3.6011756279,-6.4697230694,2.6689705266,1.9085932691
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7797052781,8.0359727845,-4.0681892008,1.2416239943,-7.4605013787,8.4078069918,12.7684770069,16.447950626,-17.1717752578,15.8963768602
Pakistan,,,,,,,,,,,-0.36159358,-12.402458631,3.0127998233,0.6765560291,-8.4698856401,7.2443597477,4.6938721351,9.1975425664,3.5045704898,4.4016033482,-2.7782750664,0.6787651622,7.1513275119,0.9996287383,2.7756289587,-5.4332937748,8.8461321833,1.3008453016,1.3943940529,-0.3513076516,1.7184705211,4.1293196069,-1.0992451488,1.1531532013,3.9021105949,0.3855916958,-2.2442091984,2.9781280557,-0.1067152271,-1.9567062191,-0.9391148957,3.7053977644,3.3884619027,3.6511081917,1.9635310958,2.7033494845,2.3541336244,-3.728239298,7.3671759456,0.7529223998
Panama,,,,,,,,,,,,,,,,,,,,,5.7006927392,7.9988807953,0.2407464813,-3.9975622981,8.4844416312,0.333651985,8.5105220293,-20.7190590008,-3.6495299932,4.4067075402,6.1909343126,9.1480833539,5.0560249542,1.7664176338,-4.5882239508,7.9117960638,4.0519929048,6.1396117557,-1.7745667831,1.0630043419,-0.8238257582,5.2279749307,2.1017457861,0.7497004887,7.7260489216,22.384362088,17.8405296596,6.1183575121,-0.9883025576,4.7779562322
Peru,,,,,,,,,,,0.6362075016,-0.9954272809,3.4364528041,2.6042405972,-0.4530803211,-2.4950976653,-12.0320857655,1.7662616361,0.6421413757,43.0410122166,2.6702049235,-3.2934452514,-11.338930038,-3.0145395706,3.72463187,5.0553086739,4.9816638408,-15.5657834569,-16.0306720202,-16.1477969191,-2.588977309,-1.6719165593,2.196684054,12.7635994068,5.8268667874,0.7490758505,5.9010732675,-2.586672157,-3.471937106,-0.5539149956,-0.5644709109,4.3615720398,3.0339190526,2.2646936558,2.9653739057,5.2865939823,9.9616521493,7.989947547,-0.3721279076,10.1514236448
Philippines,,,,,,,,,,,3.045247081,0.4999929304,9.4673964691,1.8828741468,0.0020544241,3.4934128455,4.6281932658,2.8425157891,2.3762055955,-0.448613914,-0.0621070292,0.8134923766,-4.1248778426,-13.6168095499,-6.0364831431,0.210050301,4.0425018006,7.9408246159,1.9331235514,1.6478571524,-1.3864133211,-0.8339476246,-1.6859207558,3.7316806513,2.7375810699,4.7994327012,2.2727328116,10.0877649742,2.2417812538,7.0692228904,0.4324475622,2.3333208938,6.5009448267,2.0136956034,4.1690500241,2.1905951045,1.7216801856,5.6954580386,6.8977127682,5.5076209131
Papua New Guinea,,,,,,,,,,,-0.6340931379,-8.0083401127,1.516594179,-6.7944598464,-3.6103002582,5.0323961209,2.9595910598,-0.0725159592,2.8591199498,-13.3078812403,-12.2075145632,-4.4296745976,2.5873616393,4.847619234,-7.6554515072,-0.5120613907,-1.2823673134,4.0103217033,-10.4587532063,-10.4211845337,7.9066389946,-5.81086421,2.7462246974,3.8155484953,-2.0123359109,11.4358589921,6.4345554952,-1.7749160248,-5.9818255089,-7.7113563626,-10.7070585533,-1.6777227346,-7.3802858351,-1.5646726303,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8332735823,18.0379178022,21.8208612874,10.9121874313,6.5272784686,7.0549120484,5.8784745776,4.2078961547,3.9304069966,1.3984203473,0.8330964227,2.0305498953,2.7537817928,6.1720883172,5.9184903589,7.8062826738,5.2111053084,2.9833650384,3.4175923805
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Peopleâ€™s Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,7.037026969,9.2387960816,13.0290868463,-2.0109259903,-9.8808689132,4.4098401563,3.7016548189,0.203864633,4.4364051865,1.1164304363,-2.7658920932,-0.8027002823,1.5238907602,-2.3204769801,5.7063321854,9.0830277165,6.5169927293,7.1993604695,8.5483450676,5.5364707802,6.0998341012,3.8252475529,-2.0854995949,0.5068900587,3.1908149734,2.1264116802,3.4083065718,5.194399991,3.7017153347,-0.2119536079,1.2288690869,1.2325898539,-0.6515926753,0.9670980529,0.0595060188,-0.5779070918,2.7442059789,-2.523215199,-1.2003676963,1.5088645617
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2816686564,-4.1276024861,0.6005938085,-3.5201892768,-12.858249981,6.4017338512,7.0647509419,-7.2098687431,5.0204545359,-2.8446860446,3.9394074707,12.6574881096,5.6981297119,-6.1973381788,10.1266706512
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.8610566111,34.8160046984,3.4048825548,-0.6900890068,-11.9958939243,14.3318244989
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0018613902,-10.8497979892,3.5521362951,6.785264613,-1.459619535,-0.3690200361,3.9151301232,6.1507073558,0.3785820466,1.8841602519,8.0301750031,5.0710394648,5.5051072683,11.2071323592,10.1708803095,13.8854370783,18.0134202781,11.5476583591,-7.4150953225,1.0422526069
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.0013471283,-16.9919797932,-7.8842484385,1.1460447947,2.8382537307,-5.1800478911,19.4523808047,7.4258055359,5.7242893928,5.4786866475,2.1775203603,10.8161784347,5.2432897116,13.4071038239,13.0007258509,6.4344174147,-10.3464852071,7.857958211
Rwanda,,,,,,,,,,,-1.9584224219,-3.584070814,-3.4571245076,-6.6767274487,0.3922789829,16.6026646455,1.9689817327,0.5178960166,14.8476793568,-5.2477093679,7.7897198139,-2.1441590446,9.0932655729,-7.0115893284,-4.0610562967,1.2909900889,-10.5683985848,3.0219716205,-4.8160133049,-2.4934068166,2.9004314437,11.403557573,0.059048504,-63.7289691537,74.9427009761,7.439023268,15.4658639016,2.166926087,0.8364039338,7.2591528746,2.4555500665,9.1293137793,-6.0996478373,10.0153247773,8.2351535751,13.203280012,1.3650948293,4.1592271351,10.0922722625,3.2575366688
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,,,,,,,,,,,-2.8737412964,2.3718320883,-11.34409222,1.0412552133,5.6698000098,5.9010159416,-2.4789513789,-6.6874250936,5.6479051389,-8.6709676623,-1.5876835589,4.0450324364,-10.3002086793,4.1404467291,7.6620724586,4.3092380695,2.1103367522,-3.1320423878,-3.2156935037,0.434461233,-1.3230731896,0.5846636963,-3.2595990696,-11.9726356373,5.2018500579,2.3284374428,0.4977294603,3.3816997559,4.2615055815,-0.2210169591,3.2179855632,-3.4946792206,4.5852277624,0.9843464854,1.9807308695,-0.5765903662,2.2287338305,-2.7653475565,3.4120291368,-0.3728251607
Singapore,,,,,,,,,,,,,,,,4.3213988207,7.3486631053,6.698675084,4.9525432851,0.2898635332,5.8134547035,5.196160375,12.2386057875,8.5789442226,-0.8958265314,-0.7230075155,5.5587862706,14.7363891117,10.4404656624,6.3325936487,5.0971482958,4.4521718464,4.7434664732,15.8507090425,4.3726145987,2.148347859,6.9569263707,-6.7506157705,-0.1564252198,8.1452239718,-6.0616652647,-0.5621191266,7.8673450416,6.0016253999,7.837054575,9.7001539448,5.091897505,-8.206902724,-6.2808368335,22.1567705244
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,-5.3865921614,-3.4216796701,6.5442513693,-0.9880138541,-11.8057214074,-3.1021013102,-1.111554639,14.6637584747,5.4654687004,-12.368852595,-1.1808915929,4.8363634296,-7.3235540736,10.5175118053,-6.7214713548,-20.4274492509,33.6053212574,0.677687015,-10.748179395,-19.7998483009,11.9576047374,-27.2335594843,16.3780563397,0.089889555,-12.7289845127,5.6361433178,-3.9390557194,-11.9989021403,9.4215932411,-5.3136280002,6.8209413767,16.9263844727,-0.5827793814,4.4053436758,2.3482652273,4.3322155036,8.4697856201,6.2087763802,4.4445525732,-2.9665842501
El Salvador,,,,,,,,,,,-0.7022390879,4.2597997975,2.7975710246,-3.9821254879,-1.4566100462,16.8116827361,15.6649447465,-9.7993543892,-4.92261637,-17.0827756331,-17.2100308684,-11.9639757893,2.6353258001,1.0751735428,-0.201508,4.0444510346,-3.9258423136,3.21787321,-0.407734122,3.77470144,2.1730816568,7.3433351298,9.0356647537,7.4052862907,7.4079738317,-0.1560404024,2.4386303924,4.4814926357,0.4884913302,0.9144307975,2.1841998429,0.8686135137,0.7087462199,-0.0286363381,3.7047926398,4.040094859,3.5174353498,0.4701802681,-5.9003387678,-0.6299056138
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4817449986,0.0520533921,7.4072346065,1.1169092411
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.100675415,6.9382631214,3.0382904664,-1.3134567424,3.218586686,3.6405973152,4.2708902918,0.3611797326,8.7008501627,8.5840034584,9.3073186318,11.9222293841,5.6144941955,-7.4004780581,2.6655879704
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.068157383,5.2276420764,3.5186194683,5.9550372167,0.2961246922,4.4915491274,4.6418052473,3.01900409,3.2542675765,3.178066413,5.0364486346,6.4457607344,1.7842025782,-7.9203374568,-1.558711751
Sweden,,,,,,,,,,,0.3372800661,2.1101961119,4.0271997014,-0.0592666965,3.8052560184,-0.0053933914,-4.0317097216,0.9078572543,2.8870581095,0.9372798597,-0.6020671369,-0.423872732,1.8983717099,5.8452944057,1.3190613799,4.8717398482,2.93946733,1.8476522687,1.3571585365,-1.1286573495,-2.162396742,-3.4879686402,-5.0362855303,6.5346636759,5.7756746694,0.6007647855,2.8576735635,4.4831725402,3.3695205878,3.8569527559,0.1396529241,0.8793997453,4.0781235211,2.3406764067,2.4854537667,5.4280224023,4.5457623286,-1.7837241567,-8.6557146993,5.987478305
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1077331547,-0.9735494768,-1.2198619934,0.0387890245,8.0502716441,-0.0162875948,5.4965086816,-4.1562011589,2.394687439,-3.3222684088,13.2088044682,-5.195114856,0.7415165963,4.052695058,9.2883017673,-4.418992989,2.268347175,-4.6497480711,-4.5193062697,-6.5901774585
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5221648535,19.7186491909,10.2853501505,-1.1637316323,-1.378743105,-2.5315041886,14.3793235743,13.8332460906,-6.3941188158,5.7229676885,3.3910622476,-9.3221714506,2.4030928673,,,,,,,
Syrian Arab Republic,,,,,,,,,,,,,,,,2.7562774443,2.1758241786,2.5129282411,-5.7436059435,6.433297258,4.0968639513,-1.6449915204,-5.0002615154,-6.2609405482,8.9726964155,-14.9651538317,-8.8503245778,11.1388414621,-21.1376126584,1.965938631,-2.040563954,12.2860173346,0.4362374585,-3.4942889136,5.9821450876,1.7848562561,-4.728382693,16.4205911895,-11.1392081731,-3.2927587331,8.6319001026,2.0655857723,0.30427885,13.8210824032,6.6141136661,-5.8336544298,9.7205058675,,,
Chad,,,,,,,,,,,-3.5156911036,0.5139635342,-0.4423554715,-1.3375658211,-2.0897811445,-3.783356986,0.2209892251,-5.1086443372,-25.4824966023,-3.5007406062,-10.5360736594,7.5220673399,10.065160858,-0.9600024733,44.882775543,-8.3110127139,-8.5082355278,11.6988893195,-4.7037450654,-4.3011824045,0.6207391385,0.6791202628,-20.5002671851,-2.4645477502,-5.0600248797,-3.654318949,2.3818422869,3.3363124596,-2.0959353777,-4.0040880321,18.9192542408,24.0295995607,-27.6614554626,-32.0719273275,0.6663799239,,,-0.567036404,42.8813992887,7.1206327229
Togo,,,,,,,,,,,-23.9972841851,-3.1358803637,-2.8101671721,61.5050929225,-39.3995806987,30.5622604204,12.0174563473,2.9801974082,-15.3500734526,0.0187434604,-7.6777675918,-11.4061475267,-8.119348773,6.2113543566,9.0982260477,2.4879310916,-4.1744928327,6.3349948339,-0.5010933404,-0.4136039197,-7.6702488665,-5.5878916654,-30.7163825967,4.5767814199,8.8483007448,20.2319867131,5.7469897706,1.5270404006,1.6226843606,-7.8437888039,0.5343633731,-3.3112960366,-4.7870501806,-1.5142056079,-7.3384896145,-0.5770409477,-2.4680702153,-18.7396871604,10.8869661525,-3.1839684608
Thailand,,,,,,,,,,,-4.2493996694,1.9077073267,11.6108288537,-3.0860310667,-0.5116541887,5.9390865646,6.8952703101,6.8215769157,2.3564737354,1.4361367073,0.4011650996,0.2846686327,7.0728447106,3.853583313,-3.3493235983,4.8283587639,10.4109547753,14.0185000045,10.2381147104,7.8480634778,7.6871582421,7.3520171636,8.0942902414,8.0539064941,8.435632941,2.7217766076,-7.3541637261,-13.4166790001,2.8082011748,1.4922076916,-0.6366360838,7.4890375473,6.3605085251,7.0168278795,0.6038819796,4.7125353802,8.0838132903,-3.8156830904,2.4570133349,7.4130100379
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5122069578,0.311550608,4.0969822706,5.0081979636,14.0522084343,6.5867226441
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.615539626,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,-2.6748712694,-3.6209944129,7.5981062598,-11.6429828013,29.1640012891,-3.2402222998,6.1530279854,15.6489194097,-24.5424576776,26.8678369097,11.9380170808,23.2679951233,-7.6537180256,-9.3043925277,-1.8400430626,-3.5765481655,-16.0102260862,-6.0114150904,-7.109667327,5.471484959,13.9892231596,1.2720249483,-12.7980641577,-3.9339408907,-1.8665483823,6.9267553993,3.903297109,15.5937959583,4.2188585763,-9.8015745579,-1.5567993681,8.2609361108,6.4212283467,14.0543120686,-15.2239637344,4.9787918163,5.7230884313,-13.7379814352,9.8780251619,9.6600847623
Tunisia,,,,,,,,,,,8.1131899087,17.607809959,-3.28880427,6.8139107409,3.0930271394,0.7767479077,0.1233283018,4.5905529537,1.4378252307,3.1932809318,3.3448025072,-2.3291859541,3.0924321922,0.6020954506,0.1364186669,-4.8746250103,4.4279971504,0.0779894539,0.3670778172,6.48095743,-1.2935827076,-2.9137631985,-0.8965920141,3.2385979138,1.9559933215,5.8815192139,4.7493399401,4.2882017641,4.8260326041,0.9532322631,5.2454695791,0.1629760864,4.8974607545,4.7129822275,0.0202132343,4.1648679015,1.7441102159,-1.8620063067,10.0301956231,1.5127016132
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3302059646,-1.8417579958,9.2985401358,-1.0688959215,3.4140111275,7.3783073131,-7.5970203419,4.6804087568,4.1928449661,7.2757097645,6.1376458941,-5.321269826,3.2974878437,-9.8118212856,5.1280045909,5.8207420455,9.6459211101,7.9730345181,4.4073934188,4.3801432696,-1.7996641904,-5.5148651834,8.0065552047
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2056077565,-7.4412568919,-3.7852331909,-6.7003691997,3.5748953509,6.3868387947,4.6314611593,1.8317698798,4.6059463258,2.442168515,2.1281475608,9.5079875874,2.4957692481,2.8144020622,4.1352506811,4.3887714399,4.5756644115,2.278570822,3.5175454352,3.6122164306
Uganda,,,,,,,,,,,,,,,,,,,,,,,24.5815653525,8.4301730316,-2.985937868,-6.9415623788,2.3701194042,4.7202499885,-0.3464384203,-9.3697838003,-7.3402850925,-10.1120621996,17.8653670822,6.4905356298,15.6363511088,4.4083928623,6.2415722898,0.9884451424,8.2372819867,0.6654753405,-2.0579703197,2.2529214516,-7.2908665743,12.6327304712,3.8395513583,8.4831937644,3.4928767209,1.8791619969,9.5126742422,6.1588652463
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0746900247,-1.3318914503,-0.0810702319,-1.8127175623,6.1517196687,7.9990122628,8.2450189822,4.3889978172,15.6801811183,5.9871627526,11.7202566113,14.5145421503,7.4437683093,-22.6135925862,7.0936806369
Uruguay,,,,,,,,,,,-11.0745567814,-1.4640646902,-4.7658884421,3.489818889,2.2088663042,4.8859419909,-0.7370916761,6.0019885479,6.0644006955,0.2446647186,6.0624386136,-11.4079379328,-16.1899909209,-2.7374969784,0.7961070765,12.3026415653,9.0564287672,2.2167356909,1.4629104071,-2.9689392663,4.279413671,8.5338547719,3.2675687893,7.2048005669,-1.9388066027,5.3172600359,5.8808864361,5.5728791941,-2.0139706954,-3.1988985601,-3.0789429692,-8.2090327391,-2.4294997474,3.0529215469,6.235530748,3.719174049,6.5718681159,5.3801547104,5.4454047246,7.2869686337
United States,,,,,,,,,,,1.4440134202,4.6868018168,4.8438638777,-5.1904009866,-1.7784898042,4.2806033451,3.3151237346,4.3531956224,-1.3322236199,-2.874621286,2.5467688608,-1.7702170038,3.7455812112,7.9961450985,3.3777468527,2.4988302274,3.106691828,4.9242966086,1.5932030173,-0.0155451837,-1.1435137087,2.3589446682,0.9392188878,3.301733555,2.0958831784,3.2633251139,4.3018559245,4.8740473526,3.1691317266,2.5936145304,0.3000049839,0.6095153552,1.1536963378,2.7524055486,1.6961263554,2.5069805031,-1.0701578318,-3.7040724978,-1.7158325548,2.4820658885
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5122018946,-27.2590358631,-4.870635496,9.8933114975,-28.8031998484,9.2507817592,,,76.7538527808,-5.2664160378,82.2055281898,10.4129679203
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",,,,,,,,,,,,,,-36.6955355429,26.3591475331,9.3877126219,7.8257066785,-1.6670946226,-21.1738535393,13.8209165207,6.7929797435,-1.2772909993,-5.2920502194,-2.7048537906,0.7974962938,1.6772448112,-3.6834165723,6.2392723911,-8.0889575696,7.3082339955,1.0363198975,1.8879011718,-4.1665415839,-2.6148918569,3.7572568724,-3.1617662178,18.9751645877,-3.9336309946,-1.1832381641,7.8624799937,-0.917179594,-12.2528541596,-8.9170548154,21.6641151114,19.2480658724,13.8940040729,13.784424604,7.3292480329,-15.1707818881,11.5656620253
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.2509603154,6.2119822812,7.3263359411,10.200875512,11.8404074306,8.4758740494,4.9496962212,8.6996649775,6.2133019826,3.8305673173,-0.6028349047,6.4419464417,2.3500925975,1.8652100626,-2.8313708208,10.1506786654,5.4006648044,5.3532008418,0.8860169785,11.0126800436,4.9117699767
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7897087375,10.4407784946,2.4859566542,15.2814581325,-2.3736996935,-2.3535191364
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3380280451,1.3708414159,5.6649066128,2.8808745084,4.4256983048,,,-1.5029323838,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,3.0731398844,1.1793629277,7.8354817888,5.1770516313,-5.2352700469,-3.9716246791,-1.1364949992,2.1348316169,1.7694374005,3.0800133049,-1.7421438474,-4.8602242499,-2.6705448367,7.5718404247,-5.8178502167,-2.0763082786,2.7134082901,1.1115289676,-0.7395817186,-3.0430252171,-0.9627311244,-3.3091349442,-0.6076493264,1.4448562696,0.4064025483,2.9826223322,0.0854119115,-2.9709163486,-1.2610960294,0.9719293132,0.0186947882,4.4058418251,2.5007869436,3.3917436064,5.1488711549,4.6913907806,2.2213319412,-2.622497553,3.7373357073,2.5621954095
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1423680876,-12.1906665514,-17.0419912977,-7.2571069401,-3.9425791401,-4.3822593635,-9.8585174794,-2.8481076281,-1.1012175382,-11.5607928503,-0.6675990709,0.1842252741,6.1216626176,1.9862402977,1.2967890839,-1.4406743348,-6.2814357531,-6.0876643379,5.3505834603
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4987460085,5.5041390421,3.6364499798,-4.3949284631,-0.4101301184,-0.8850767036,4.8328426304,5.3425967876,1.9768269786,-0.0070883777,-3.5013761153,2.0692664181,3.3113418299,17.045299813,-2.4412565381,7.7887654877
Zimbabwe,,,,,,,,,,,,,,,,,-9.6278600549,-5.5363359667,0.4335779947,0.1175493003,6.3232766296,-0.9604619832,-0.1411250594,-2.4433918749,3.0138911628,-2.3009395276,-2.6721364396,5.9820319594,3.404915826,3.4471479772,3.8306542908,-14.0219419731,-3.0286484973,7.4202476266,0.2613968921,14.0780434218,-0.3226740359,2.5088783096,-3.6542365296,-4.3509376302,-0.6159852176,-8.8227075405,-19.2091117225,-11.9370788021,-8.2510777043,-8.5348133105,-7.2878633769,-24.7234987677,35.4304165374,3.4368181461
